Čovjek,ChatGPT,Claude,Gemini
0.013069812,0.067625899,0.057234432,0.038495971
0.003995641,0.066603008,0.029143106,0.02553916
0.009278351,0.06445993,0.042016807,0.030006523
0.004889976,0.016690856,0.045736872,0.053651267
0.011527378,0.028244275,0.060620757,0.055929919
0.001547988,0.036684783,0.027777778,0.03271028
0.005532503,0.064071371,0.045380875,0.046095955
0.008849558,0.029358898,0.053112756,0.051365675
0.012552301,0.036887995,0.024478042,0.013941698
0.005233494,0.03539823,0.031046931,0.021513353
0.013968776,0.021686747,0.037871034,0.031451036
0.007323027,0.036090226,0.060947205,0.052841476
0.003851091,0.042582418,0.034234234,0.021311475
0.006944444,0.041339986,0.045527584,0.033451957
0.006864989,0.035433071,0.049278846,0.030981067
0.00575374,0.044280443,0.028606208,0.020803443
0.005673027,0.033744856,0.029126214,0.018104366
0.002516779,0.022397892,0.023611111,0.020027624
0.003205128,0.016443988,0.037166086,0.024691358
0.006739243,0.016145308,0.022608696,0.023346304
0.006847183,0.031791908,0.018137255,0.016427105
0.002949853,0.026686434,0.03024055,0.024308466
0.005197187,0.015346839,0.026717557,0.020171149
0.010583446,0.025236593,0.040296053,0.04552352
0.004280037,0.034958602,0.025282768,0.021276596
0.003160556,0.042620363,0.044247788,0.022873481
0.010053409,0.01769166,0.066378066,0.051535088
0.016923077,0.043074884,0.055267703,0.058252427
0.009042719,0.046130952,0.033397559,0.030952381
0.007422068,0.059068798,0.041032429,0.034749035
0.00684053,0.025773196,0.046760838,0.034513274
0.007770763,0.029039464,0.039298991,0.030383091
0.011544805,0.068524971,0.043896321,0.035856574
0.004361371,0.031192661,0.033224401,0.029136316
0.008203445,0.031972789,0.029036827,0.017323775
0.012941176,0.033962264,0.064479638,0.044174136
0.010146561,0.026143791,0.043624161,0.029143898
0.011653314,0.034690799,0.060588575,0.053465347
0.004664179,0.024578652,0.023943662,0.025537634
0.014440433,0.038461538,0.043402778,0.031125299
0.006522384,0.025849335,0.023308271,0.019471488
0.001239157,0.027291812,0.01378327,0.020785219
0.011087866,0.024778761,0.050458716,0.046076314
0.003245795,0.025343189,0.021166134,0.020064205
0.017436381,0.061591104,0.043691485,0.041587902
0.004519774,0.021321962,0.03125,0.028067362
0.004641568,0.043072505,0.041578576,0.026069519
0.005477651,0.02785265,0.027062418,0.019104084
0.005284016,0.0282523,0.027108434,0.028089888
0.004508197,0.013876843,0.032956973,0.028949025
0.010302037,0.036876356,0.029715229,0.016443988
0.003772399,0.021433356,0.012048193,0.011173184
0.003825555,0.025020851,0.019658562,0.016
0.00322841,0.01621074,0.012474849,0.011324042
0.004224757,0.027264732,0.032894737,0.028949545
0.015764806,0.016260163,0.042675159,0.039194915
0.004444444,0.033387622,0.01489118,0.017948718
0.00547599,0.046637744,0.008853681,0.005295675
0.006376196,0.010895884,0.032123736,0.018181818
0.002922552,0.011131725,0.019001326,0.019473081
0.007758269,0.033039648,0.027747552,0.024850895
0.012702079,0.029363785,0.0234375,0.019638649
0.004029009,0.039145907,0.024734982,0.016376663
0.003863135,0.026989619,0.025177887,0.016771488
0.006068268,0.03264095,0.019450801,0.018867925
0.00975786,0.023280423,0.030258303,0.036842105
0.006548673,0.023172906,0.016856987,0.011363636
0.004330343,0.031034483,0.015135135,0.013452915
0.005378486,0.016498625,0.015514184,0.015293118
0.008005337,0.021105528,0.023290387,0.020117351
,0.008764242,,
,0.025570776,,
