Čovjek,ChatGPT,Claude,Gemini
0.017064846,0,0,0.002822865
0.032138794,0.003736766,0.006659267,0.011382799
0.013086643,0.004163512,0.005148005,0.003634476
0.01232539,0.008009858,0,0.00175644
0.015748031,0.008788449,0.002542373,0.003259098
0.024005054,0,0.00418629,0.003831418
0.04331729,0.004874652,0.002868069,0.00539707
0.004875887,0.007117438,0.003099574,0.002642881
0.017316017,0.004514673,0.002595717,0.009174312
0.008008008,0.006278539,0,0.001870324
0.012359142,0.00660066,0.003246753,0.00417412
0.014728925,0.005721551,0.002792321,0.007930214
0.028156621,0.004781829,0.005413766,0.008368201
0.064585576,0.004851425,0.004997728,0.005379236
0.013339921,0.008756567,0.004575496,0.004126547
0.013021703,0.004854369,0.023445464,0.021720243
0.012592271,0.006289308,0.003993155,0.016561514
0.010276172,0.017432647,0.015342466,0.011827957
0.061349693,0.03908046,0.028651949,0.018987342
0.014922191,0.022151899,0.00498615,0.007133865
0.019120934,0.039917412,0.038935013,0.007841519
0.015577379,0.005312869,0.027917365,0.026346604
0.038073394,0.014098361,0.003330162,0.01040724
0.020861678,0.013828868,0.001846381,0.003747658
0.024522518,0.007913669,0.019786218,0.009220839
0.027633851,0.003378378,0.003902862,0.005757052
0.009108474,0.016496018,0.000417362,0.003478261
0.023715415,0.005643341,0.002566735,0.002479851
0.009015778,0,0.005096623,0.005828476
0.026171875,0.004816376,0,0.003184713
0.023175372,0.007860752,0.020210526,0.025104603
0.010072522,0.007458405,0.008605072,0.009823183
0.029698582,0.012695313,0,0.002535926
0.015285996,0.005291005,0.003740065,0.017569546
0.014423077,0,0.004196643,0.002710027
0.011534025,0.006049607,0.003381643,0.004098361
0.020579981,0.005333333,0.0076428,0.005990783
0.005678233,0.004932182,0.003546099,0.005494505
0.014531755,0.006535948,0.004175365,0.004405286
0.00849363,0.01504298,0.006086957,0.009673519
0.012820513,0.005497862,0,0.015511892
0.012684265,0.012041598,0.021756022,0.004929144
0.009464286,0.007686932,0.002598246,0.005787037
0.003818737,0.019305019,0.012244898,0.014153511
0.004819277,0.006364922,0,0.005194805
0.058028617,0.021837349,0.0041841,0.003063725
0.005949657,0.002470661,0.006203474,0.014443909
0.027946972,0.007971014,0.002320186,0.013822688
0.008241758,0.005636979,0.007113821,0.003113648
0.01674327,0.013130615,0.008060183,0.003705664
0.018391704,0.011063307,0.015509341,0.017721519
0.013035382,0.019702066,0,0
0.019144144,0.014255167,0.011524823,0.019072165
0.013914814,0,0.026531281,0.021954674
0.023149772,0.006134969,0.004106776,0.006738544
0.020968908,0.026373626,0.003943662,0.008833922
0.031914894,0,0.003553299,0.011444921
0.003156787,0.008458647,0.002370605,0.005809731
0.017880506,0.00106383,0.03219606,0.019230769
0.036177743,0.003894081,0.008089368,0.012287335
0.022214743,0.02166065,0.003448276,0.009274874
0.024459078,0.005039597,0.011677696,0.005431093
0.021223753,0.005529226,0.011184545,0.017336485
0,0.00472534,0.004295943,0.013605442
0.031514674,0.018318068,0.007699711,0.009379509
0.007241814,0.00831793,0.0056926,0.01396648
0.006375228,0.005417957,0.006622517,0.005681818
0.014336016,0.007889546,0.004203643,0.013285024
0.008557248,0,0,0.002235469
0.01840823,0.006113537,0.005179111,0.007612457
,0,,
,0,,
