Čovjek,ChatGPT,Claude,Gemini
5.553394963,6.469784173,6.662545788,6.452999105
5.782419179,6.227978038,6.394954328,6.22814983
6.034536082,6.211672474,6.660899654,6.180039139
5.924205379,6.431785196,6.696781479,6.470938897
5.946685879,6.519847328,6.81328807,6.593665768
5.273219814,6.690217391,6.787825059,6.700934579
5.83494698,6.833738848,6.998379254,6.73565381
6.045809474,6.560814859,6.829342621,6.638809621
5.869246862,7.068410463,6.580993521,6.538022814
6.403381643,6.761061947,6.95234657,6.472551929
6.134346754,6.713253012,7.045547595,6.714081487
5.859235151,6.865413534,6.618012422,6.51445663
5.857509628,7.010989011,6.486486486,6.945901639
5.688888889,6.826086957,6.844670595,6.771530249
5.840389016,6.785433071,6.758413462,6.726333907
5.576524741,7.004428044,6.81253804,5.717360115
5.520371325,6.763786008,7.447249191,6.797657082
5.88590604,6.436758893,6.477083333,6.402624309
6.556089744,7.083247688,7.050522648,6.543209877
5.768532919,6.525731584,6.407304348,6.085603113
5.896047308,6.965317919,6.780882353,6.635865845
6.148756848,6.439584878,6.898281787,6.638725901
5.225924794,6.33271946,6.324427481,6.182151589
6.105020353,6.373291272,6.865953947,6.757207891
5.810455518,6.540018399,6.5332668,6.256737589
6.07079646,6.612470403,6.81366765,6.742673338
5.668551681,6.433024431,6.847041847,6.552631579
6.223076923,6.650099404,6.620034542,6.502427184
5.858746492,6.65327381,7.150610148,6.851190476
5.96091044,6.733842946,6.823295831,6.925675676
5.69987174,7.0395189,6.90306868,6.67699115
5.816901408,6.985852569,7.015932023,6.640686922
6.343595382,6.441347271,7.335284281,6.797808765
5.561993769,6.960550459,6.406862745,6.221644121
5.894995898,7.07755102,7.042492918,6.160692951
5.788529412,6.430188679,6.951923077,6.633162612
6.520856821,6.678649237,6.926174497,6.226472374
5.911871814,6.714177979,6.765724178,6.756435644
5.951492537,6.530898876,7.2657277,6.620967742
6.297833935,7.200357782,7.124652778,7.007182761
5.961755114,7.267355982,6.448120301,6.052851182
5.783560512,7.027991603,6.006653992,6.256351039
5.99874477,6.468141593,7.128440367,6.63786897
5.845972263,6.386483633,6.956070288,6.584269663
6.027332705,6.926432849,6.66161391,6.519218652
5.812429379,7.021321962,6.538517442,6.582197273
5.670964415,6.903804738,6.85764623,6.343582888
6.183391762,6.798742138,6.820165866,6.627140975
5.832232497,6.487516426,6.698192771,6.40948814
6.121721311,6.751951431,6.956972841,6.752045312
5.835635683,6.804049168,6.749896822,6.401849949
5.398931154,6.611520429,5.685886403,5.834497207
5.507268554,6.646371977,6.466632178,6.036
6.044995964,6.139817629,6.340040241,6.234320557
5.63878327,6.392260334,7.003289474,6.583126551
6.002130379,6.367208672,7.441401274,6.547669492
5.655111111,6.709283388,6.1930126,5.832478632
5.545914069,7.240780911,6.586206897,6.082082966
6.015409139,5.928571429,6.56692445,6.479545455
6.400876766,6.205009276,6.856827221,6.560137457
5.777460188,6.537444934,6.700761697,6.324055666
5.715935335,6.769168026,6.722426471,6.480754124
6.10448563,6.614768683,6.994110718,6.742067554
5.477373068,6.530103806,6.494252874,6.096436059
5.780530973,7.179030663,7.072845156,6.537286613
5.937838815,6.478306878,7.019926199,6.380701754
5.267079646,6.88057041,5.908102229,6.017045455
5.547479122,7.067816092,6.501621622,5.983557549
5.485458167,5.883593034,6.420212766,5.793542906
6.074049366,6.501507538,6.747274529,6.382229673
,6.137598598,,
,6.783561644,,
