Čovjek,ChatGPT,Claude,Gemini
0.076660541,0.080877743,0.082524272,0.067748765
0.062002275,0.076811293,0.058083611,0.064080944
0.066787004,0.07323997,0.064350064,0.063343718
0.057518488,0.072088725,0.069958848,0.06206089
0.079951545,0.066541117,0.073728814,0.0640956
0.052432091,0.07130018,0.068550497,0.059386973
0.08774528,0.06545961,0.083173996,0.075558982
0.058510638,0.063548551,0.069740411,0.062768418
0.088311688,0.084085779,0.0798183,0.058425881
0.077744411,0.062214612,0.067100977,0.074189526
0.081424936,0.069306931,0.084879406,0.082886106
0.043873394,0.080737444,0.07469459,0.057097542
0.05983282,0.078900179,0.078112916,0.069735007
0.050592034,0.064281383,0.054066333,0.046261431
0.05583004,0.078809107,0.071682766,0.063961486
0.068781302,0.059466019,0.055555556,0.043006082
0.082501086,0.071977638,0.071306332,0.066246057
0.06743738,0.064447966,0.081643836,0.069892473
0.050752928,0.068199234,0.049788633,0.057489451
0.056917502,0.079113924,0.056786704,0.04699958
0.078470325,0.059187887,0.028056112,0.03260421
0.065695902,0.053128689,0.058068118,0.048009368
0.053211009,0.039344262,0.048525214,0.049773756
0.058276644,0.051858254,0.07422452,0.073703935
0.067908512,0.048201439,0.035251308,0.051175657
0.053293856,0.071621622,0.063313096,0.06044905
0.089704665,0.050056883,0.062604341,0.063478261
0.072463768,0.064334086,0.08110883,0.065096094
0.054345104,0.065510597,0.038012317,0.041631973
0.062890625,0.080072246,0.065766295,0.072452229
0.072293324,0.039303762,0.075368421,0.069037657
0.079774376,0.060240964,0.061141304,0.057956778
0.054078014,0.077148438,0.063545151,0.066779374
0.061143984,0.069538927,0.057035998,0.042459736
0.066620879,0.067776457,0.060551559,0.060523939
0.061130334,0.056866304,0.072463768,0.053734062
0.056127222,0.066666667,0.067578439,0.063133641
0.091798107,0.081381011,0.088145897,0.083202512
0.07050592,0.058823529,0.067223382,0.071585903
0.067449413,0.06017192,0.062898551,0.047762999
0.058538945,0.083078803,0.078776042,0.082730093
0.04216661,0.076628352,0.060994561,0.077017868
0.070535714,0.06918239,0.076323482,0.071759259
0.09114053,0.075675676,0.052040816,0.045726728
0.067871486,0.079915134,0.079823506,0.072207792
0.062798092,0.053463855,0.053496712,0.066176471
0.080091533,0.071031501,0.068858561,0.053923929
0.070763167,0.055797101,0.062645012,0.059103908
0.070879121,0.071589628,0.06097561,0.072132849
0.068286277,0.06357982,0.067974207,0.074642668
0.075719037,0.076828519,0.073316884,0.06835443
0.077148178,0.073522345,0.110369207,0.085534591
0.063063063,0.077690663,0.078457447,0.072164948
0.059901578,0.108734403,0.053717655,0.063739377
0.067695545,0.068251534,0.064065708,0.059299191
0.066522054,0.056043956,0.063661972,0.065371025
0.067819149,0.071834993,0.074111675,0.060801144
0.089091547,0.070488722,0.069537732,0.054466231
0.063672045,0.079787234,0.054781355,0.054945055
0.051120724,0.089563863,0.063174114,0.056710775
0.066980815,0.062274368,0.084236453,0.067453626
0.048918156,0.067674586,0.045153756,0.065852003
0.076315195,0.079778831,0.068632435,0.059889677
0.100981767,0.063201418,0.075894988,0.06292517
0.073862517,0.068276436,0.072184793,0.072150072
0.078400504,0.078558226,0.071473751,0.076815642
0.079690346,0.083591331,0.07615894,0.07711039
0.067907445,0.068047337,0.078935077,0.06884058
0.08659935,0.083534137,0.081377152,0.084202683
0.08012994,0.079475983,0.078118256,0.066435986
,0.090839107,,
,0.069020867,,
