Čovjek,ChatGPT,Claude,Gemini
0.742574257,0.86746988,0.769784173,0.72
0.594164456,0.740585774,0.662068966,0.724770642
0.622807018,0.75,0.766129032,0.617647059
0.54109589,0.64893617,0.813186813,0.684210526
0.711864407,0.578431373,0.8125,0.644230769
0.595505618,0.87654321,0.813186813,0.653846154
0.784946237,0.734939759,0.761904762,0.657894737
0.675213675,0.672897196,0.688405797,0.695945946
0.701754386,0.743119266,0.833333333,0.632075472
0.877777778,0.611650485,0.887323944,0.723684211
0.707317073,0.591397849,0.834951456,0.779069767
0.616,0.695652174,0.801587302,0.582089552
0.593220339,0.838709677,0.746666667,0.743589744
0.551020408,0.709302326,0.663865546,0.541284404
0.631578947,0.777777778,0.792079208,0.682926829
0.763358779,0.535087719,0.701030928,0.651685393
0.727272727,0.788732394,0.794871795,0.737704918
0.525,0.71875,0.910447761,0.802631579
0.671052632,0.705882353,0.795180723,0.6
0.69273743,0.678571429,0.705263158,0.534653465
0.751445087,0.573333333,0.4453125,0.475728155
0.747747748,0.5,0.77027027,0.641025641
0.624277457,0.518867925,0.7125,0.461038961
0.62755102,0.690909091,0.839160839,0.684782609
0.656387665,0.542168675,0.515463918,0.61627907
0.700680272,0.651685393,0.810526316,0.62244898
0.858974359,0.619047619,0.807017544,0.764705882
0.694444444,0.78313253,0.731182796,0.697368421
0.610091743,0.763157895,0.661016949,0.397350993
0.655172414,0.845238095,0.791208791,0.723076923
0.666666667,0.522222222,0.865979381,0.676470588
0.707317073,0.514563107,0.684684685,0.575757576
0.596491228,0.813953488,0.75,0.711538462
0.607142857,0.62962963,0.543478261,0.445783133
0.706666667,0.84057971,0.752941176,0.660714286
0.622641509,0.579545455,0.788461538,0.642201835
0.596491228,0.530612245,0.755102041,0.569444444
0.765306122,0.692307692,0.762711864,0.606741573
0.635761589,0.58490566,0.718309859,0.650485437
0.724637681,0.523364486,0.7,0.554216867
0.609375,0.621621622,0.894117647,0.569444444
0.478873239,0.677777778,0.731707317,0.666666667
0.767123288,0.597560976,0.651685393,0.649484536
0.77124183,0.709677419,0.653409091,0.490909091
0.680672269,0.67032967,0.813559322,0.739583333
0.606060606,0.552631579,0.619883041,0.705128205
0.813333333,0.875,0.720930233,0.656862745
0.711111111,0.532608696,0.705882353,0.570093458
0.683168317,0.66,0.673076923,0.654867257
0.793478261,0.583333333,0.728323699,0.720930233
0.767857143,0.633027523,0.865546218,0.625
0.770186335,0.76,0.948979592,0.902777778
0.642857143,0.876923077,0.8125,0.711111111
0.612565445,0.925925926,0.641791045,0.584415584
0.736842105,0.836363636,0.664179104,0.571428571
0.736842105,0.535714286,0.675438596,0.643835616
0.810344828,0.763157895,0.861702128,0.605263158
0.836956522,0.684210526,0.816666667,0.602739726
0.709677419,0.875,0.660194175,0.578125
0.654545455,0.77027027,0.746376812,0.597014925
0.635220126,0.611940299,0.777777778,0.740740741
0.6,0.791666667,0.68627451,0.728571429
0.759162304,0.761904762,0.727272727,0.551724138
0.87804878,0.784810127,0.745283019,0.5
0.711111111,0.814814815,0.743902439,0.617283951
0.788321168,0.728813559,0.680851064,0.666666667
0.782101167,0.777777778,0.6875,0.71875
0.81147541,0.621212121,0.833333333,0.576271186
0.851351351,0.820895522,0.893442623,0.896551724
0.814814815,0.805970149,0.71641791,0.615384615
,0.888888889,,
,0.883333333,,
