Čovjek,ChatGPT,Claude,Gemini
0.377264374,0.512225705,0.481391586,0.544107269
0.269340159,0.339215279,0.399556049,0.373524452
0.398465704,0.331377744,0.45045045,0.470924195
0.407148726,0.487985213,0.473251029,0.478337237
0.457298607,0.494036409,0.458898305,0.46442151
0.437144662,0.500898742,0.460491889,0.485951469
0.341355054,0.495821727,0.449330784,0.541249036
0.421099291,0.444839858,0.438589694,0.438057483
0.485714286,0.470090293,0.493186243,0.481409947
0.499499499,0.470319635,0.526384365,0.513092269
0.418029807,0.510231023,0.469851577,0.509838998
0.375744281,0.514939606,0.407678883,0.48295004
0.404311483,0.466228332,0.485692189,0.606694561
0.452099031,0.474226804,0.453884598,0.470145239
0.428853755,0.581436077,0.480427046,0.499312242
0.352587646,0.484830097,0.434760449,0.319721981
0.391663048,0.500349406,0.431260696,0.496845426
0.546563905,0.444268357,0.482739726,0.494623656
0.39431121,0.491187739,0.420854861,0.462025316
0.339586442,0.528481013,0.380886427,0.349559379
0.353613111,0.471438403,0.40652734,0.3978539
0.39282086,0.462219599,0.47012842,0.464871194
0.271788991,0.358688525,0.385347288,0.408144796
0.421315193,0.444252377,0.460118168,0.510306059
0.340957321,0.472661871,0.336820559,0.353619179
0.393288922,0.469594595,0.386383348,0.470926885
0.348054099,0.427189989,0.449081803,0.52
0.494071146,0.454853273,0.425051335,0.446373218
0.374154771,0.46628131,0.317052453,0.392589509
0.412109375,0.468392535,0.502055197,0.545382166
0.24835697,0.401459854,0.475789474,0.50209205
0.436744561,0.481353987,0.484148551,0.527504912
0.458333333,0.451171875,0.45819398,0.551141167
0.454142012,0.534391534,0.475923329,0.476573939
0.50206044,0.519619501,0.532973621,0.451219512
0.34532872,0.448275862,0.436231884,0.43852459
0.543498597,0.538666667,0.445695897,0.458525346
0.398107256,0.486436498,0.444275583,0.516483516
0.377287406,0.467864924,0.468475992,0.47246696
0.420434674,0.507163324,0.433913043,0.507255139
0.407595549,0.544899206,0.513671875,0.523267839
0.269797737,0.469622332,0.460761461,0.540357363
0.391964286,0.518518519,0.46216304,0.47337963
0.346741344,0.5003861,0.45952381,0.431137725
0.435742972,0.510608204,0.440834336,0.471688312
0.424483307,0.475150602,0.406754334,0.489583333
0.402745995,0.496602841,0.494416873,0.421762157
0.325331422,0.515217391,0.402552204,0.406577693
0.467582418,0.472378805,0.465447154,0.473793461
0.388378201,0.451278507,0.390918861,0.473266278
0.40911759,0.486170867,0.403242862,0.558649789
0.375631817,0.390197021,0.366064415,0.481132075
0.449324324,0.468995011,0.436170213,0.455154639
0.274563041,0.46969697,0.37045529,0.520538244
0.379515959,0.490030675,0.452977413,0.529649596
0.387924801,0.503296703,0.522816901,0.569787986
0.548537234,0.460170697,0.511167513,0.542203147
0.491406524,0.519736842,0.415250889,0.501089325
0.407762756,0.570212766,0.422873618,0.574175824
0.383798663,0.482087227,0.374807396,0.540642722
0.424436217,0.5,0.400492611,0.536256324
0.435559737,0.45212383,0.379525107,0.524779362
0.35967487,0.469194313,0.425521098,0.550827423
0.48854605,0.421145895,0.45823389,0.585034014
0.349812882,0.472106578,0.449791466,0.548340548
0.44836272,0.524029575,0.483870968,0.585195531
0.378415301,0.447368421,0.495742668,0.606331169
0.362927565,0.527613412,0.497898178,0.597826087
0.400650351,0.504417671,0.457746479,0.557377049
0.505684894,0.493449782,0.44885628,0.55432526
,0.4765204,,
,0.504012841,,
