Čovjek,ChatGPT,Claude,Gemini
0.018902599,0.006269592,0,0.0649259
0.035125142,0.010795101,0.006659267,0.028667791
0.009927798,0.012112036,0.004290004,0.048805815
0.002465078,0.001232286,0,0.031615925
0.007268322,0.011299435,0.005084746,0.035850081
0.012634239,0.004793289,0.007326007,0.037037037
0.031099593,0.004178273,0,0.033924441
0.006205674,0.008134215,0.005424254,0.03700033
0.022510823,0.007900677,0,0.069531627
0.032032032,0.00456621,0,0.029925187
0.006543075,0.025082508,0,0.035778175
0.028831087,0.002542912,0,0.045995242
0.088869336,0.004781829,0,0.011157601
0.020452099,0.003638569,0.019082235,0.052716514
0.011857708,0,0.023385867,0.050894085
0.007345576,0.009708738,0,0.067767159
0.018237082,0.018169113,0.007986309,0.039432177
0.053949904,0.027469625,0.050410959,0.035483871
0.023424428,0.022988506,0.049788633,0.042194093
0.028565338,0.023734177,0.034903047,0.056231641
0.030295505,0.046799725,0.06928142,0.061081304
0.030477481,0.022432113,0.060301508,0.051522248
0.055963303,0.086229508,0.022835395,0.059728507
0.018367347,0.031114952,0.003692762,0.027482823
0.035369017,0.020143885,0.054127814,0.051636699
0.039970392,0.002702703,0.000867303,0.031088083
0.006072316,0.085324232,0.022537563,0.050434783
0.013175231,0.001128668,0,0.012399256
0.034059604,0.006422608,0.074325759,0.056619484
0.015625,0.001204094,0.007046389,0.036624204
0.034936008,0.059517125,0.025263158,0.030683403
0.02256245,0.009179575,0.018115942,0.04518664
0.024822695,0.021484375,0.004459309,0.025359256
0.028599606,0.010582011,0.005610098,0.06295754
0.01510989,0.007134364,0.029976019,0.074074074
0.029065744,0.012099214,0.026086957,0.061930783
0.013096352,0.010666667,0.007240547,0.047004608
0.000630915,0.012330456,0.003039514,0.042386185
0.010764263,0.008714597,0,0.037444934
0.025980515,0.008595989,0.016231884,0.055622733
0.013062409,0.004886988,0.00390625,0.05377456
0.009598903,0.038314176,0.005439005,0.04805915
0.012321429,0.023759609,0.004546931,0.041666667
0.014256619,0.050965251,0.002040816,0.062057703
0.017670683,0.001414427,0.004813478,0.041558442
0.087440382,0.009036145,0.028093246,0.051470588
0.005491991,0.014823965,0,0.05007222
0.037979219,0.010144928,0,0.061963775
0.013186813,0.006764374,0.015243902,0.032174364
0.042678923,0.01658604,0.00483611,0.032821599
0.015652514,0.004917025,0.032428622,0.033755274
0.017557861,0.050937049,0,0
0.066441441,0.028510335,0.02748227,0.06185567
0.023417614,0,0.039305601,0.018413598
0.022448264,0.012269939,0.003285421,0.041778976
0.018076645,0.032967033,0.001126761,0.03180212
0.03856383,0.004267425,0.001015228,0.018597997
0.014731673,0,0.014223627,0.013071895
0.024422154,0,0.049975973,0.027472527
0.01612269,0.00623053,0.013097072,0.043478261
0.015483002,0.032490975,0,0.023608769
0.028222013,0,0.018684313,0.013577733
0.017611199,0,0.01931876,0.059889677
0,0.021264028,0.002863962,0.030612245
0.031908607,0.024979184,0.012832852,0.031746032
0.008816121,0,0.001265022,0.039106145
0.005464481,0,0,0.008116883
0.023138833,0.00591716,0.013078001,0.033816425
0.004449769,0,0.000782473,0.010432191
0.02544667,0.001746725,0.004315926,0.012456747
,0,,
,0.001605136,,
