Čovjek,ChatGPT,Claude,Gemini
0.050366592,0.232374101,0.213827839,0.220232766
0.026516527,0.232036286,0.127881688,0.116912599
0.060824742,0.228440767,0.198220465,0.176125245
0.04205379,0.107402032,0.201581028,0.163934426
0.050432277,0.191603053,0.221629486,0.198113208
0.020897833,0.176630435,0.193262411,0.164330218
0.06131858,0.188969992,0.271204754,0.243650047
0.054659032,0.149790294,0.225946887,0.210762332
0.042887029,0.259557344,0.169906407,0.136882129
0.040660225,0.242341729,0.153790614,0.115727003
0.07641742,0.152610442,0.223132037,0.210864904
0.047599675,0.154887218,0.207686335,0.197407777
0.01732991,0.266483516,0.133333333,0.157377049
0.047222222,0.230933713,0.20085699,0.161565836
0.034324943,0.131889764,0.214543269,0.160068847
0.040659762,0.229520295,0.160073037,0.101147776
0.023207839,0.17037037,0.155339806,0.120340788
0.025167785,0.145586298,0.074305556,0.067679558
0.044871795,0.162384378,0.192218351,0.131687243
0.038102644,0.080726539,0.118608696,0.110246433
0.025210084,0.16088632,0.105882353,0.097193703
0.026548673,0.118606375,0.140893471,0.12154233
0.036991746,0.10742787,0.163486005,0.133863081
0.049660787,0.101997897,0.197368421,0.18892261
0.041271782,0.180312787,0.137059215,0.118439716
0.043299621,0.202052092,0.199606686,0.166547534
0.056550424,0.090985678,0.254930255,0.218201754
0.104615385,0.180914513,0.225676454,0.220873786
0.056750857,0.229166667,0.212909441,0.186309524
0.050470064,0.236970118,0.202514891,0.188223938
0.031637452,0.197594502,0.22454944,0.185840708
0.043224866,0.174236783,0.202867764,0.162483487
0.048927982,0.245063879,0.196906355,0.168326693
0.041744548,0.208256881,0.199346405,0.170655567
0.060705496,0.159183673,0.187677054,0.103345281
0.049411765,0.2,0.217760181,0.177976953
0.068771139,0.168845316,0.234899329,0.180327869
0.054989075,0.168174962,0.229082516,0.184158416
0.032649254,0.193117978,0.200938967,0.175403226
0.098074609,0.227191413,0.245486111,0.229848364
0.030833086,0.20310192,0.109774436,0.100139082
0.033457249,0.214135759,0.159695817,0.151655119
0.055020921,0.108849558,0.224006116,0.205183585
0.032457952,0.137275607,0.152555911,0.144462279
0.079170594,0.242087254,0.211769951,0.212980466
0.040677966,0.156716418,0.205305233,0.160384924
0.036616813,0.23689878,0.198026779,0.143048128
0.040315513,0.232704403,0.162374509,0.118577075
0.042272127,0.164257556,0.171084337,0.164794007
0.068032787,0.135299219,0.200793409,0.152297042
0.064856006,0.187274042,0.186545605,0.104830421
0.029550456,0.170127261,0.078743546,0.057960894
0.05661821,0.185154295,0.115882049,0.102666667
0.026432607,0.087132725,0.05915493,0.067944251
0.054076891,0.127528584,0.148496241,0.150537634
0.051555177,0.054200542,0.228025478,0.174788136
0.022222222,0.145765472,0.067583047,0.067521368
0.033698399,0.219088937,0.076421249,0.046778464
0.051540914,0.076271186,0.133254015,0.111363636
0.038967365,0.067717996,0.120194432,0.119129439
0.035933034,0.098017621,0.112078346,0.103379722
0.03926097,0.146818923,0.123621324,0.10683425
0.059897932,0.130782918,0.186101296,0.125895599
0.031456954,0.117647059,0.106185003,0.090146751
0.055120101,0.168150346,0.136918383,0.106019766
0.070112035,0.118518519,0.215498155,0.177192982
0.039823009,0.135472371,0.054921153,0.056818182
0.024126199,0.201149425,0.089189189,0.074738416
0.024900398,0.079743355,0.066932624,0.062871708
0.080053369,0.096482412,0.14370664,0.093880972
,0.069237511,,
,0.110502283,,
