Čovjek,ChatGPT,Claude,Gemini
15.52970297,16.74698795,15.71223022,14.89333333
14.60477454,17.52719665,15.85517241,16.16513761
17.01754386,17.9375,16.31451613,15.02941176
14.00684932,14.65957447,19.46153846,17.65789474
11.76271186,12.84313725,16.109375,14.26923077
14.51685393,18.17283951,18.59340659,16.46153846
23.32258065,14.85542169,17.62857143,13.98684211
16.41880342,15.59813084,16.64492754,16.57432432
16.77192982,13.67889908,17.80769231,14.88679245
27.6,14.26213592,19.50704225,17.73684211
19.78861789,13.38709677,18.97087379,16.26744186
19.664,14.45652174,20.44444444,14.97014925
13.20338983,15.65591398,14.8,15.64102564
14.69387755,16.31395349,15.68907563,12.88990826
18.4,18.81481481,16.47524752,14.17073171
19.90076336,11.88596491,16.93814433,15.66292135
17.62727273,17.11267606,19.80769231,15.39344262
14.9,15.8125,21.49253731,19.05263158
16.42105263,19.07843137,20.74698795,14.58
21.55307263,17.69642857,15.13157895,15.26732673
18.57225434,13.84,15.9375,14.18446602
21.37837838,13.49,19.66216216,15.29487179
18.90751445,15.36792453,19.65,10.62337662
18.80102041,17.29090909,17.00699301,14.32608696
14.40969163,13.09638554,15.49484536,16.39534884
21.52380952,14.23595506,21.41052632,14.2755102
20.40384615,18.84126984,18.23684211,17.88235294
18.05555556,18.18072289,18.67741935,16.26315789
14.71100917,17.68421053,17.59322034,11.12582781
17.42241379,17.13095238,16.6043956,15.93846154
22.27619048,12.93333333,21.16494845,16.61764706
16.7398374,13.03883495,16.96396396,11.46969697
15.95614035,20.02325581,17.58823529,19.30769231
19.10714286,13.45679012,13.30434783,11.57831325
16.25333333,21.30434783,16.61176471,14.94642857
16.03773585,15.05681818,17,14.33027523
15.56140351,9.367346939,14.19047619,11.4375
14.01020408,14.57142857,14.68644068,11.34831461
21.29801325,13.43396226,15,14.44660194
24.08695652,10.44859813,16,15.09638554
17.56770833,12.1981982,15.64705882,9.986111111
17.04929577,15.87777778,17.10569106,14.93103448
21.82648402,13.7804878,14.69662921,14.31958763
22.1503268,15.27419355,14.22727273,11.32727273
17.83193277,12.84615385,19.00847458,16.53125
13.40909091,12.34210526,16.09356725,15.98717949
25.85333333,19.34722222,16.5,14.66666667
20.28444444,12.09782609,16.84558824,14.18691589
14.99009901,15.22,15.96153846,14.17699115
26.52173913,13.72619048,18.94219653,18.47674419
25.42261905,12.68807339,20.36134454,15.203125
19.75776398,19.90666667,23.71428571,19.88888889
18.67142857,18.44615385,20.13541667,16.66666667
25.94764398,18.27777778,18.54477612,14.90909091
20.76315789,20.67272727,15.88059701,14.39285714
20.5877193,13.17857143,13.77192982,12.93150685
19.39655172,16.15789474,18.57446809,15.39473684
25.80434783,12.13157895,17.88333333,15.52054795
20.23655914,17.20833333,16.32038835,13.75
18.66363636,14.56756757,16.39855072,13.02985075
15.40251572,13.55223881,20.42222222,18.62962963
15.74545455,17.02777778,21.33333333,18.18571429
19.4921466,17.84126984,19.29545455,11.22988506
22.09756098,18.29113924,17.23584906,14.90625
17.57777778,18.72222222,15.98780488,13.74074074
20.19708029,16.01694915,14.41489362,12.66666667
21.9844358,15.58333333,16.41964286,16.5
26.5,13.18181818,17.12962963,11.33898305
22.61261261,16.28358209,18.49180328,20.29310345
27.75925926,14.85074627,15.05970149,13.10989011
,18.11111111,,
,18.25,,
