Čovjek,ChatGPT,Claude,Gemini
0,1,0,0
0.5,0,0,0
1,0,0,0
0.5,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.333333333,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.555555556
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0.666666667,0,0,0
0.555555556,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.5,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0.5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.666666667,0,0,0
0.333333333,0,0,0
0,0,0,0
0,0,0,0
0.333333333,0,0,0
0,0,0,0
1,1,0,0
1,0,0,0
0,0,0,0
0,0.5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.125,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0.5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
,0,,
,0,,
