Čovjek,ChatGPT,Claude,Gemini
7.584612413,6.596536831,6.196128525,9.28880808
11.69326263,8.629416757,8.393740944,10.44646796
11.02149611,8.085239251,6.849025049,10.19655448
7.014170174,9.989945149,5.823989215,8.451958091
6.392100482,9.009521214,8.034334889,9.02478507
7.553721249,6.865174458,7.416906766,11.11327724
15.57718299,7.355241603,8.982795347,10.15860203
9.019673953,8.543303453,9.18552794,10.42806194
10.12209247,8.445052549,5.850833148,9.000336215
16.09333886,10.62143022,5.940724192,8.277058372
13.21876717,12.58522111,7.97989745,8.214315947
14.61940847,9.73609716,8.098163181,9.420476505
11.73402941,7.10973076,7.424284477,8.269459349
9.463580204,9.417032599,8.208161443,8.701301653
10.12812108,10.33167383,7.548646275,9.605390862
11.43508393,8.42485751,7.451305058,14.75716837
9.895691524,10.13368292,9.854138389,11.40503008
15.00799787,8.826230438,6.251860939,11.01660796
10.71799171,11.86830205,5.609465695,9.578287947
12.1020442,13.30536901,8.2741546,12.88478348
10.16009047,13.72689817,13.21679211,12.65735718
10.750281,10.4311984,6.047731375,9.190447904
21.6702188,13.50852479,13.55276725,8.058292431
13.9366716,8.972022631,6.56276475,9.329836076
11.91555284,9.667501712,11.12684477,13.50734432
13.24973794,10.29456328,8.997654357,9.386030232
9.367003493,12.82260696,5.45202784,9.331891469
12.96993199,8.930986505,7.616000828,8.994689107
8.826141055,7.341680803,18.34181291,9.247376314
12.54249613,8.418771206,4.734440382,11.133977
30.87933358,11.08632792,9.224217803,10.503542
12.16742111,11.56150487,9.349016355,8.079565877
9.116584416,10.80372109,6.480140009,8.747611677
17.03079693,8.699438584,7.791307583,8.615089706
8.296333862,11.72425252,9.009921483,8.288157737
10.98792178,8.805161134,7.381108943,9.342828465
15.2913432,6.799441386,7.472701643,8.385436077
7.486715988,11.28467098,8.562530864,8.540848475
21.14597433,9.529516082,7.766849018,9.161684836
17.95948672,9.454498652,8.875684637,10.53692813
12.76652915,9.023312969,4.85484811,8.309119915
10.81100604,11.71212836,8.121849491,10.64018959
12.0109171,12.49197244,8.290924366,9.753187575
14.60762235,10.99144734,6.438921551,10.08519085
10.825056,9.343180009,7.503101915,8.176380012
11.51938718,9.68796409,8.466826537,9.757960051
15.59118839,9.784000151,7.763585242,10.17237063
12.92126508,8.916350129,9.104684215,11.00648139
9.660058678,7.777634602,11.21805128,8.24860416
22.4961113,10.00874759,9.79719848,12.13559702
22.68744593,7.7881317,7.236382276,9.268865369
11.12535931,11.09254805,7.805021931,5.798839816
11.97344852,5.632408336,9.72606013,9.986657766
41.78162353,5.816377473,14.38936987,10.39253206
12.39220371,6.021339463,8.748598844,10.509653
11.93315549,11.07782074,7.475146056,9.211857706
11.19719739,7.111985124,5.364361043,11.11433279
18.68168083,7.926209198,7.098337051,10.95833903
12.99329674,5.689750776,8.493531053,9.307255234
12.40462457,9.034589808,6.771144932,8.237102355
9.445720136,10.46997638,9.912929579,9.226163073
8.202478964,7.870430283,12.78735078,8.798202507
12.28580636,8.459438889,10.25267048,7.867730032
10.06031779,7.687161578,9.67641744,11.30641238
12.72458493,9.493500051,9.17644639,11.53714107
12.45713199,8.826945506,10.10309577,8.251599172
13.36933272,9.301657558,8.154357285,9.719503588
19.54744124,9.813270376,7.687282177,7.27803794
13.50086495,8.0461467,6.103272304,7.320280334
19.01942008,6.707655976,8.011895255,9.782750629
,5.512211872,,
,4.696186396,,
