Čovjek,ChatGPT,Claude,Gemini
0.145182463,0.126645768,0.112864078,0.187720536
0.146188851,0.110234586,0.112467629,0.198145025
0.105144404,0.108251325,0.108108108,0.176012461
0.115858669,0.119531731,0.088477366,0.193793911
0.131435494,0.141870684,0.108474576,0.165127648
0.139608339,0.115638107,0.103610675,0.151979566
0.146242133,0.118384401,0.105162524,0.154973015
0.12322695,0.128622267,0.099573809,0.168814007
0.134199134,0.137697517,0.094094744,0.208594882
0.129462796,0.140981735,0.093811075,0.151496259
0.097055616,0.149174917,0.090445269,0.153249851
0.163898464,0.136045772,0.087260035,0.164155432
0.225692917,0.122534369,0.13070379,0.132496513
0.128094726,0.121892056,0.131758292,0.199031737
0.111660079,0.101576182,0.132180986,0.185006878
0.101502504,0.154126214,0.137104995,0.302780191
0.134607034,0.136967156,0.112378779,0.21214511
0.184328838,0.169572108,0.190136986,0.190322581
0.166759621,0.199233716,0.130108032,0.185654008
0.127051801,0.183544304,0.146260388,0.286613512
0.149987584,0.210598761,0.254222731,0.30251754
0.133084998,0.161747344,0.14852038,0.226580796
0.164220183,0.289508197,0.198382493,0.218552036
0.130385488,0.150388937,0.098227474,0.154903186
0.158688988,0.158992806,0.214919263,0.269709544
0.146804836,0.125675676,0.094102342,0.159470351
0.100745239,0.224118316,0.121452421,0.184347826
0.11198946,0.116252822,0.101129363,0.200247985
0.154520411,0.125883109,0.251858144,0.248542881
0.15703125,0.11679711,0.104521433,0.156847134
0.147353857,0.247052218,0.114526316,0.175732218
0.143835616,0.170395869,0.127264493,0.218074656
0.148492908,0.137695313,0.109253066,0.137785292
0.149408284,0.157218443,0.115007013,0.227672035
0.14217033,0.114744352,0.138489209,0.218157182
0.155247982,0.183908046,0.12173913,0.230874317
0.099158092,0.151111111,0.113032985,0.174193548
0.11955836,0.145499383,0.112968592,0.174254317
0.099300323,0.154139434,0.098538622,0.161894273
0.118161379,0.149713467,0.122898551,0.183796856
0.138122883,0.142944411,0.119791667,0.217166494
0.128899554,0.165298303,0.10994561,0.165742452
0.12375,0.174703005,0.123741475,0.161458333
0.116598778,0.228571429,0.107142857,0.259118127
0.134136546,0.139321075,0.097874047,0.152727273
0.19872814,0.172439759,0.146443515,0.199142157
0.100686499,0.127239036,0.10483871,0.233991334
0.140630598,0.163768116,0.094740913,0.22735939
0.126923077,0.129650507,0.139227642,0.152049818
0.143466842,0.163787146,0.102632993,0.138168343
0.123459206,0.138291334,0.125132182,0.153586498
0.133280128,0.236905334,0.087195601,0.097484277
0.213963964,0.131147541,0.12322695,0.168556701
0.115900221,0.120320856,0.127415657,0.138101983
0.111539811,0.115030675,0.110061602,0.160377358
0.110267534,0.136263736,0.101971831,0.143109541
0.148271277,0.118776671,0.105076142,0.135908441
0.101718695,0.110902256,0.132753852,0.140159768
0.141735717,0.120212766,0.148486305,0.159340659
0.122689737,0.140965732,0.108243451,0.148393195
0.144059239,0.138086643,0.090640394,0.119730185
0.140169332,0.11087113,0.116776956,0.121520706
0.115375931,0.105845182,0.116929334,0.182033097
0.092099112,0.130537507,0.113126492,0.153061224
0.157770337,0.129891757,0.134744947,0.173160173
0.104848866,0.111829945,0.113219481,0.173184358
0.094414086,0.117647059,0.109271523,0.122564935
0.115442656,0.122287968,0.12143858,0.15821256
0.110559644,0.111646586,0.116588419,0.116244411
0.123443422,0.118777293,0.110919292,0.140484429
,0.120862202,,
,0.116372392,,
