Čovjek,ChatGPT,Claude,Gemini
0.000956328,0.002158273,0.001831502,0.004476276
0.00036324,0.009787539,0.004784689,0.005107832
0,0.008493031,0.007414731,0.002609263
0.000488998,0.002902758,0.006775833,0.007451565
0,0.003053435,0.006304559,0.005390836
0,0.002038043,0.002955083,0.008566978
0.000461042,0.00648824,0.000540249,0.005644403
0.002082249,0.004194128,0.007400958,0.007745618
0,0.003353454,0.005039597,0.000633714
0,0.006126617,0.001444043,0.002967359
0.001643385,0.004016064,0.005117707,0.002859185
0,0.003759398,0.006987578,0.005982054
0.000641849,0.003434066,0.000900901,0.001639344
0,0.003563792,0.004820568,0.004982206
0.001716247,0.001968504,0.004807692,0.004302926
0.000383583,0.007380074,0.004260499,0.005738881
0.00103146,0.001646091,0.001941748,0.002129925
0,0.001976285,0.001388889,0.002762431
0,0,0.004065041,0.002743484
0.000518403,0.002018163,0.005217391,0.004539559
0,0.003853565,0.001960784,0.003422313
0.000842815,0.005930319,0.006872852,0.005867561
0,0.002455494,0.002544529,0.001833741
0.001356852,0.007360673,0.006167763,0.007587253
0.000305717,0.005519779,0.00166334,0.00212766
0.000316056,0.007103394,0.010816126,0.005003574
0,0.00252738,0.007696008,0.009868421
0.001538462,0.008614977,0.005757052,0.007281553
0.000311818,0.003720238,0.004816956,0.004166667
0.000494805,0.003474635,0.002647253,0.006756757
0.000855066,0.003436426,0.005845105,0.003539823
0.000971345,0.002978407,0.004779607,0.005284016
0.001099505,0.008130081,0.005852843,0.005976096
0,0.003669725,0.005446623,0.005202914
0.000820345,0.004761905,0.003541076,0.001194743
0.000588235,0.004528302,0.008484163,0.005121639
0,0.004357298,0.009587728,0.007285974
0.001092498,0.00678733,0.001731102,0.008910891
0.000310945,0.002808989,0.003286385,0.002016129
0.001203369,0.003577818,0.008680556,0.007980846
0.000296472,0.003692762,0.005263158,0.001390821
0,0.00419874,0.000475285,0.003079292
0.001046025,0.005309735,0.002675841,0.005759539
0.000590145,0.001055966,0.003194888,0.002407705
0.002356268,0.007698888,0.007133304,0.006931317
0.001129944,0.006396588,0.003997093,0.004811548
0,0.004307251,0.005637773,0.005347594
0.000438212,0.002695418,0.003055434,0.001317523
0,0.003285151,0.001807229,0.003745318
0,0.000867303,0.0021361,0.00566394
0,0.002169197,0.003301692,0.001027749
0.000314367,0.003348962,0.00172117,0.001396648
0,0.003336113,0.002069322,0.002
0.000201776,0,0.001609658,0
0,0.004397537,0.005639098,0.009098428
0.001278228,0.001355014,0.005095541,0.00529661
0,0.010586319,0.002290951,0.002564103
0.00042123,0.00867679,0.001863933,0
0.002656748,0.003631961,0.009518144,0.004545455
0.000487092,0,0.008395935,0.003436426
0.00081666,0.00660793,0.002720348,0.002982107
0.002309469,0.010603589,0.003216912,0.004713276
0.001074402,0.008007117,0.005300353,0
0,0.005536332,0.001094691,0
0,0.009891197,0.001144165,0.00359389
0.001445609,0.003174603,0.00295203,0.005263158
0.000530973,0.003565062,0.001087548,0.002840909
0.00030931,0.002298851,0.002162162,0.001494768
0,0.002749771,0.003546099,0.001699235
0.000667111,0.007035176,0.003964321,0.003352892
,0.002629273,,
,0.00456621,,
